ProductKey,ProductAlternateKey,EnglishProductName,StandardCost,Color,ModelName,EnglishDescription,Status,EnglishProductSubcategoryName,EnglishProductCategoryName
266,FR-R38R-52,"LL Road Frame - Red, 52",181.4857,Red,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",NULL,Road Frames,Components
267,FR-R38R-52,"LL Road Frame - Red, 52",187.1571,Red,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",NULL,Road Frames,Components
268,FR-R38R-58,"LL Road Frame - Red, 58",181.4857,Red,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",NULL,Road Frames,Components
269,FR-R38R-58,"LL Road Frame - Red, 58",187.1571,Red,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",NULL,Road Frames,Components
270,FR-R38R-60,"LL Road Frame - Red, 60",181.4857,Red,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",NULL,Road Frames,Components
271,FR-R38R-60,"LL Road Frame - Red, 60",187.1571,Red,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",NULL,Road Frames,Components
272,FR-R38R-62,"LL Road Frame - Red, 62",181.4857,Red,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",NULL,Road Frames,Components
273,FR-R38R-62,"LL Road Frame - Red, 62",187.1571,Red,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",NULL,Road Frames,Components
274,FR-R72R-44,"ML Road Frame - Red, 44",352.1394,Red,ML Road Frame,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",NULL,Road Frames,Components
275,FR-R72R-48,"ML Road Frame - Red, 48",352.1394,Red,ML Road Frame,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",NULL,Road Frames,Components
276,FR-R72R-52,"ML Road Frame - Red, 52",352.1394,Red,ML Road Frame,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",NULL,Road Frames,Components
277,FR-R72R-58,"ML Road Frame - Red, 58",352.1394,Red,ML Road Frame,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",NULL,Road Frames,Components
278,FR-R72R-60,"ML Road Frame - Red, 60",352.1394,Red,ML Road Frame,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",NULL,Road Frames,Components
279,FR-R38B-44,"LL Road Frame - Black, 44",176.1997,Black,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",NULL,Road Frames,Components
280,FR-R38B-44,"LL Road Frame - Black, 44",170.1428,Black,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",NULL,Road Frames,Components
281,FR-R38B-44,"LL Road Frame - Black, 44",204.6251,Black,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Current,Road Frames,Components
282,FR-R38B-48,"LL Road Frame - Black, 48",176.1997,Black,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",NULL,Road Frames,Components
283,FR-R38B-48,"LL Road Frame - Black, 48",170.1428,Black,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",NULL,Road Frames,Components
284,FR-R38B-48,"LL Road Frame - Black, 48",204.6251,Black,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Current,Road Frames,Components
285,FR-R38B-52,"LL Road Frame - Black, 52",176.1997,Black,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",NULL,Road Frames,Components
286,FR-R38B-52,"LL Road Frame - Black, 52",170.1428,Black,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",NULL,Road Frames,Components
287,FR-R38B-52,"LL Road Frame - Black, 52",204.6251,Black,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Current,Road Frames,Components
288,FR-M94S-42,"HL Mountain Frame - Silver, 42",623.8403,Silver,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,NULL,Mountain Frames,Components
289,FR-M94S-42,"HL Mountain Frame - Silver, 42",660.9142,Silver,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,NULL,Mountain Frames,Components
290,FR-M94S-42,"HL Mountain Frame - Silver, 42",747.2002,Silver,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Current,Mountain Frames,Components
291,FR-M94S-44,"HL Mountain Frame - Silver, 44",706.811,Silver,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,NULL,Mountain Frames,Components
292,FR-M94S-52,"HL Mountain Frame - Silver, 48",706.811,Silver,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,NULL,Mountain Frames,Components
293,FR-M94S-46,"HL Mountain Frame - Silver, 46",623.8403,Silver,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,NULL,Mountain Frames,Components
294,FR-M94S-46,"HL Mountain Frame - Silver, 46",660.9142,Silver,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,NULL,Mountain Frames,Components
295,FR-M94S-46,"HL Mountain Frame - Silver, 46",747.2002,Silver,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Current,Mountain Frames,Components
296,FR-M94B-42,"HL Mountain Frame - Black, 42",617.0281,Black,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,NULL,Mountain Frames,Components
297,FR-M94B-42,"HL Mountain Frame - Black, 42",653.6971,Black,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,NULL,Mountain Frames,Components
298,FR-M94B-42,"HL Mountain Frame - Black, 42",739.041,Black,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Current,Mountain Frames,Components
299,FR-M94B-44,"HL Mountain Frame - Black, 44",699.0928,Black,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,NULL,Mountain Frames,Components
300,FR-M94B-48,"HL Mountain Frame - Black, 48",699.0928,Black,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,NULL,Mountain Frames,Components
301,FR-M94B-46,"HL Mountain Frame - Black, 46",617.0281,Black,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,NULL,Mountain Frames,Components
302,FR-M94B-46,"HL Mountain Frame - Black, 46",653.6971,Black,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,NULL,Mountain Frames,Components
303,FR-M94B-46,"HL Mountain Frame - Black, 46",739.041,Black,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Current,Mountain Frames,Components
304,FR-M94B-38,"HL Mountain Frame - Black, 38",617.0281,Black,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,NULL,Mountain Frames,Components
305,FR-M94B-38,"HL Mountain Frame - Black, 38",653.6971,Black,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,NULL,Mountain Frames,Components
306,FR-M94B-38,"HL Mountain Frame - Black, 38",739.041,Black,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Current,Mountain Frames,Components
307,FR-M94S-38,"HL Mountain Frame - Silver, 38",623.8403,Silver,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,NULL,Mountain Frames,Components
308,FR-M94S-38,"HL Mountain Frame - Silver, 38",660.9142,Silver,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,NULL,Mountain Frames,Components
309,FR-M94S-38,"HL Mountain Frame - Silver, 38",747.2002,Silver,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Current,Mountain Frames,Components
310,BK-R93R-62,"Road-150 Red, 62",2171.2942,Red,Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",NULL,Road Bikes,Bikes
311,BK-R93R-44,"Road-150 Red, 44",2171.2942,Red,Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",NULL,Road Bikes,Bikes
312,BK-R93R-48,"Road-150 Red, 48",2171.2942,Red,Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",NULL,Road Bikes,Bikes
313,BK-R93R-52,"Road-150 Red, 52",2171.2942,Red,Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",NULL,Road Bikes,Bikes
314,BK-R93R-56,"Road-150 Red, 56",2171.2942,Red,Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",NULL,Road Bikes,Bikes
315,BK-R68R-58,"Road-450 Red, 58",884.7083,Red,Road-450,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",NULL,Road Bikes,Bikes
316,BK-R68R-60,"Road-450 Red, 60",884.7083,Red,Road-450,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",NULL,Road Bikes,Bikes
317,BK-R68R-44,"Road-450 Red, 44",884.7083,Red,Road-450,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",NULL,Road Bikes,Bikes
318,BK-R68R-48,"Road-450 Red, 48",884.7083,Red,Road-450,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",NULL,Road Bikes,Bikes
319,BK-R68R-52,"Road-450 Red, 52",884.7083,Red,Road-450,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",NULL,Road Bikes,Bikes
320,BK-R50R-58,"Road-650 Red, 58",413.1463,Red,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",NULL,Road Bikes,Bikes
321,BK-R50R-58,"Road-650 Red, 58",486.7066,Red,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",NULL,Road Bikes,Bikes
322,BK-R50R-60,"Road-650 Red, 60",413.1463,Red,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",NULL,Road Bikes,Bikes
323,BK-R50R-60,"Road-650 Red, 60",486.7066,Red,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",NULL,Road Bikes,Bikes
324,BK-R50R-62,"Road-650 Red, 62",413.1463,Red,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",NULL,Road Bikes,Bikes
325,BK-R50R-62,"Road-650 Red, 62",486.7066,Red,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",NULL,Road Bikes,Bikes
326,BK-R50R-44,"Road-650 Red, 44",413.1463,Red,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",NULL,Road Bikes,Bikes
327,BK-R50R-44,"Road-650 Red, 44",486.7066,Red,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",NULL,Road Bikes,Bikes
328,BK-R50R-48,"Road-650 Red, 48",413.1463,Red,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",NULL,Road Bikes,Bikes
329,BK-R50R-48,"Road-650 Red, 48",486.7066,Red,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",NULL,Road Bikes,Bikes
330,BK-R50R-52,"Road-650 Red, 52",413.1463,Red,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",NULL,Road Bikes,Bikes
331,BK-R50R-52,"Road-650 Red, 52",486.7066,Red,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",NULL,Road Bikes,Bikes
332,BK-R50B-58,"Road-650 Black, 58",413.1463,Black,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",NULL,Road Bikes,Bikes
333,BK-R50B-58,"Road-650 Black, 58",486.7066,Black,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",NULL,Road Bikes,Bikes
334,BK-R50B-60,"Road-650 Black, 60",413.1463,Black,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",NULL,Road Bikes,Bikes
335,BK-R50B-60,"Road-650 Black, 60",486.7066,Black,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",NULL,Road Bikes,Bikes
336,BK-R50B-62,"Road-650 Black, 62",413.1463,Black,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",NULL,Road Bikes,Bikes
337,BK-R50B-62,"Road-650 Black, 62",486.7066,Black,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",NULL,Road Bikes,Bikes
338,BK-R50B-44,"Road-650 Black, 44",413.1463,Black,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",NULL,Road Bikes,Bikes
